ID Przepisu,Typ Zmiany,Stara Wartość,Nowa Wartość
235,Jednostka,tsps (sól koszerna),łyżeczki
235,Jednostka,Tbsps (sok z cytryny),łyżki
235,Jednostka,clove (czosnek),ząbek
235,Jednostka,servings (pieprz),porcje
236,Jednostka,cloves (czosnek),ząbki
236,Jednostka,tsps (sól),łyżeczki
236,Jednostka,tsps (pieprz),łyżeczki
236,Jednostka,tsps (kurkuma),łyżeczki
236,Jednostka,tsps (curry),łyżeczki
237,Jednostka,tsp (kminek),łyżeczka
237,Jednostka,servings (pietruszka),porcje
237,Jednostka,Tbsp (sok z cytryny),łyżka
237,Jednostka,servings (oliwa z oliwek),porcje
237,Jednostka,servings (papryka),porcje
237,Jednostka,servings (sól),porcje
238,Jednostka,servings (noc w wodzie),porcje
238,Jednostka,Tbsps (syrop słodowy),łyżki
239,Jednostka,tsp (bazylia),łyżeczka
239,Jednostka,Tbsp (syrop klonowy),łyżka
239,Jednostka,tsp (oliwa z oliwek),łyżeczka
239,Jednostka,Handful (nasiona słonecznika),garść
240,Jednostka,cloves (czosnek),ząbki
240,Jednostka,Tbsps (oliwa z oliwek),łyżki
240,Jednostka,Tbsps (olej sezamowy),łyżki
240,Jednostka,Tbsps (sos sojowy),łyżki
240,Jednostka,tsp (cukier),łyżeczka
240,Jednostka,servings (sól),porcje
241,Jednostka,Tbsps (liście kolendry),łyżki
241,Jednostka,Tbsp (sok z cytryny),łyżka
241,Jednostka,Tbsps (oliwa z oliwek),łyżki
242,Jednostka,large cloves (czosnek),duże ząbki
242,Jednostka,Tbsps (ożywić),łyżki
242,Jednostka,Tbsp (olej z pestek winogron),łyżka
242,Jednostka,Tbsp (sos sojowy),łyżka
242,Jednostka,Tbsp (olej sezamowy),łyżka
242,Jednostka,Tbsps (nasiona sezamu),łyżki
242,Jednostka,servings (sól),porcje
243,Jednostka,"Tbsps (bragg's, całkowicie naturalny ocet jabłkowy)",łyżki
243,Jednostka,pinch (bazylii),szczypta
243,Jednostka,Tbsps (olej kokosowy),łyżki
243,Jednostka,pinch (kolendra),szczypta
243,Jednostka,clove (czosnek),ząbek
243,Jednostka,pinch (z oregano),szczypta
243,Jednostka,servings (sól i pieprz),porcje
243,Jednostka,servings (szpinak),porcje
244,Jednostka,cans (fasola garbanzo),puszki
244,Jednostka,Tbsp (chili w proszku),łyżka
244,Jednostka,Tbsp (kolendra),łyżka
244,Jednostka,Tbsp (kminek),łyżka
244,Jednostka,Tbsps (mąka),łyżki
244,Jednostka,cloves (czosnek),ząbki
244,Jednostka,servings (sól i pieprz),porcje
244,Jednostka,tsps (kurkuma),łyżeczki
244,Jednostka,Tbsps (woda),łyżki
245,Jednostka,bunch (szałwia),pęczek
245,Jednostka,cloves (czosnek),ząbki
245,Jednostka,bunch (z jarmużu),pęczek
245,Jednostka,servings (sól i pieprz),porcje
246,Jednostka,tsps (nasiona selera),łyżeczki
246,Jednostka,Tbsps (ocet jabłkowy),łyżki
246,Jednostka,tsps (cukier kokosowy),łyżeczki
246,Jednostka,tsps (musztarda dijon),łyżeczki
246,Jednostka,Tbsps (świeży szczypiorek),łyżki
246,Jednostka,tsps (mielony kminek),łyżeczki
246,Jednostka,Tbsp (drożdże odżywcze),łyżka
246,Jednostka,servings (sól morska),porcje
247,Jednostka,bunch (szpinak),pęczek
247,Jednostka,pkg (makaron ryżowy kuchni tajskiej),opakowanie
247,Jednostka,pinch (płatki pieprzu – smakuj w miarę dopasowywania smaków),szczypta
247,Jednostka,pinch (imbir w proszku – posmakuj w miarę dopasowywania smaków),szczypta
248,Jednostka,Tbsps (pietruszka),łyżki
248,Jednostka,servings (sól i pieprz),porcje
248,Jednostka,servings (oliwa z oliwek),porcje
249,Jednostka,Tbsp (oliwa z oliwek z pierwszego tłoczenia),łyżka
249,Jednostka,tsp (mielona kolendra),łyżeczka
249,Jednostka,tsp (mielony kminek),łyżeczka
249,Jednostka,servings (nasiona sezamu),porcje
249,Jednostka,tsp (papryka),łyżeczka
250,Jednostka,serving (sól i pieprz),porcja
250,Jednostka,leaf (bazylia),liść
250,Jednostka,Tbsps (ocet balsamiczny),łyżki
251,Jednostka,tsp (kakao),łyżeczka
251,Jednostka,tsp (agawa),łyżeczka
251,Jednostka,Tbsp (chrupiące masło orzechowe),łyżka
252,Jednostka,tsps (sól),łyżeczki
252,Jednostka,Tbsp (oliwa z oliwek),łyżka
252,Jednostka,tsps (mielona kolendra),łyżeczki
252,Jednostka,tsps (mielony kminek),łyżeczki
252,Jednostka,Tbsp (sos: my użyliśmy pieczonych pomidorów),łyżka
253,Jednostka,handfuls (szpinak),garście
253,Jednostka,clove (czosnek),ząbek
253,Jednostka,Tbsp (sok z cytryny),łyżka
253,Jednostka,Tbsp (tahini),łyżka
253,Jednostka,Tbsp (oliwa z oliwek),łyżka
253,Jednostka,Tbsps (woda),łyżki
253,Jednostka,tsps (mielony kminek),łyżeczki
253,Jednostka,Tbsps (harissa),łyżki
254,Jednostka,head (sałata masłowa),główka
254,Jednostka,tsps (musztarda dijon),łyżeczki
254,Jednostka,tsps (mielony pieprz),łyżeczki
254,Jednostka,bunch (jarmuż dinozaura),pęczek
254,Jednostka,Tbsps (presto moscato dolce),łyżki
254,Jednostka,Tbsps (sok pomarańczowy),łyżki
254,Jednostka,servings (dekoracja: melasa z granatów),porcje
255,Jednostka,servings (migdały),porcje
255,Składnik,olej ew,oliwa z oliwek extra virgin
255,Jednostka,servings (olej ew),porcje
255,Jednostka,servings (papryka),porcje
255,Jednostka,pkt (szafran),opakowanie
255,Jednostka,servings (sól),porcje
256,Jednostka,tsps (kminek),łyżeczki
256,Jednostka,servings (sól i pieprz),porcje
257,Jednostka,sprigs (rozmaryn),gałązki
257,Jednostka,Tbsp (oliwa z oliwek),łyżka
258,Jednostka,bunch (marchewki),pęczek
258,Jednostka,pinch (kminek),szczypta
258,Jednostka,pinch (curry w proszku),szczypta
258,Jednostka,clove (czosnek),ząbek
258,Jednostka,pinch (pieprz),szczypta
258,Jednostka,pinch (sól morska),szczypta
258,Jednostka,bunch (szpinak),pęczek
259,Jednostka,Tbsps (ocet balsamiczny),łyżki
259,Jednostka,Tbsps (oliwa z oliwek z pierwszego tłoczenia),łyżki
259,Jednostka,leaf (bazylia),liść
259,Jednostka,clove (czosnek),ząbek
259,Jednostka,servings (papryka),porcje
259,Jednostka,servings (sól),porcje
260,Jednostka,Tbsp (nasiona sezamu),łyżka
260,Jednostka,Tbsp (stalówki kakaowe),łyżka
260,Jednostka,Tbsps (nasiona chia),łyżki
260,Jednostka,Tbsp (jagody goji),łyżka
260,Jednostka,tsps (proszek lucuma),łyżeczki
260,Jednostka,Tbsp (pestki dyni),łyżka
261,Jednostka,tsps (pieprz),łyżeczki
261,Jednostka,Tbsp (oliwa z oliwek z pierwszego tłoczenia),łyżka
261,Jednostka,tsps (czosnek),łyżeczki
261,Jednostka,Tbsps (łagodne miso),łyżki
261,Jednostka,tsp (sól),łyżeczka
261,Jednostka,tsp (do 2 estragonu),łyżeczka
262,Jednostka,tsps (olej z awokado),łyżeczki
262,Jednostka,tsps (proszek chili z nowego meksyku),łyżeczki
262,Jednostka,servings (kolendra),porcje
262,Jednostka,tsps (proszek czosnkowy),łyżeczki
262,Jednostka,Tbsp (jalapeno),łyżka
262,Jednostka,tsps (sok z limonki),łyżeczki
262,Jednostka,tsp (sól),łyżeczka
263,Jednostka,cloves (czosnek),ząbki
263,Jednostka,Tbsps (woda),łyżki
263,Jednostka,tsps (sól morska),łyżeczki
264,Jednostka,handful (pietruszka o płaskich liściach),garść
264,Jednostka,Tbsps (oliwa z oliwek),łyżki
264,Jednostka,servings (papryka),porcje
264,Jednostka,servings (sól),porcje
265,Jednostka,Tbsp (ocet balsamiczny),łyżka
265,Jednostka,tsps (oliwa z oliwek z pierwszego tłoczenia),łyżeczki
265,Jednostka,serving (sól i pieprz),porcja
266,Jednostka,Tbsp (nasiona kminku),łyżka
266,Jednostka,Tbsp (ożywić),łyżka
266,Jednostka,servings (liście mięty),porcje
266,Jednostka,Tbsp (miód),łyżka
266,Jednostka,servings (sól morska),porcje
267,Jednostka,pkg (mieszanka sosu holenderskiego knorr),opakowanie
267,Jednostka,Tbsps (pietruszka),łyżki
267,Jednostka,tsps (przyprawa do owoców morza),łyżeczki
267,Jednostka,Tbsps (masło),łyżki
267,Jednostka,tsps (sos worcestershire),łyżeczki
268,Jednostka,tsps (bazylia),łyżeczki
268,Jednostka,tsp (mielony pieprz),łyżeczka
268,Jednostka,tsps (oliwa z oliwek),łyżeczki
268,Jednostka,tsp (parmezan),łyżeczka
268,Jednostka,tsps (sól),łyżeczki
269,Jednostka,tsp (sól),łyżeczka
269,Jednostka,Tbsps (oliwa z oliwek),łyżki
269,Jednostka,Tbsps (posiekane migdały),łyżki
269,Jednostka,Tbsps (posiekane pistacje),łyżki
269,Jednostka,sprigs (mennica),gałązki
270,Jednostka,Tbsps (bazylia),łyżki
270,Jednostka,tsp (mennica),łyżeczka
270,Jednostka,clove (czosnek),ząbek
270,Jednostka,Tbsp (oliwa z oliwek),łyżka
270,Jednostka,servings (sól i pieprz),porcje
270,Jednostka,tsps (szalotka),łyżeczki
271,Składnik,asparagus,szparagi
271,Jednostka,cloves (czosnek),ząbki
271,Jednostka,tsp (proszek cebulowy),łyżeczka
271,Jednostka,tsp (mielony pieprz),łyżeczka
271,Jednostka,tsps (sól koszerna),łyżeczki
272,Jednostka,heads (brokuł),główki
272,Jednostka,large cloves (czosnek),duże ząbki
272,Jednostka,tsps (węgierska papryka),łyżeczki
272,Jednostka,tsps (papryka),łyżeczki
272,Jednostka,tsp (sól),łyżeczka
272,Jednostka,Tbsp (ocet sherry),łyżka
274,Jednostka,Tbsps (ocet balsamiczny),łyżki
274,Jednostka,clove (czosnek),ząbek
274,Jednostka,servings (przyprawa do grilla),porcje
274,Jednostka,tsp (sok z cytryny),łyżeczka
274,Jednostka,tsps (skórka cytrynowa),łyżeczki
274,Jednostka,Tbsps (oliwa z oliwek),łyżki
274,Jednostka,Tbsps (oregano),łyżki
274,Jednostka,servings (papryka),porcje
274,Jednostka,pinch (płatki pieprzu),szczypta
274,Jednostka,servings (sól),porcje
275,Jednostka,Tbsps (oliwa z oliwek),łyżki
275,Jednostka,servings (sól i pieprz do przyprawienia),porcje
275,Jednostka,large cloves (czosnek),duże ząbki
275,Jednostka,tsp (tymianek),łyżeczka
275,Jednostka,tsps (płatki pieprzu),łyżeczki
275,Jednostka,tsps (sól),łyżeczki
275,Jednostka,tsps (pieprz),łyżeczki
276,Jednostka,Tbsps (oliwa z oliwek),łyżki
276,Jednostka,tsp (sól koszerna),łyżeczka
276,Jednostka,Tbsps (czosnek),łyżki
276,Jednostka,tsps (płatki pieprzu),łyżeczki
276,Jednostka,tsp (sok z cytryny),łyżeczka
276,Jednostka,Tbsp (miód),łyżka
276,Jednostka,tsps (świeżo mielony pieprz),łyżeczki
277,Jednostka,Tbsps (miód),łyżki
277,Jednostka,Tbsp (sos sriracha),łyżka
277,Jednostka,Tbsps (sok z limonki),łyżki
277,Jednostka,Tbsps (oliwa z oliwek),łyżki
277,Jednostka,servings (sól i pieprz),porcje
278,Jednostka,tsps (pieprz),łyżeczki
278,Jednostka,Tbsp (koperek),łyżka
278,Jednostka,Tbsp (sok z cytryny),łyżka
278,Jednostka,servings (krążki cytryny),porcje
278,Jednostka,tsps (sól),łyżeczki
279,Jednostka,Tbsp (liście tymianku),łyżka
279,Jednostka,cloves (czosnek),ząbki
279,Jednostka,servings (papryka),porcje
279,Jednostka,servings (sól),porcje
279,Jednostka,tsps (papryka),łyżeczki
279,Jednostka,Tbsp (olej słonecznikowy),łyżka
279,Jednostka,tsps (przecier pomidorowy),łyżeczki
280,Jednostka,servings (kostki przyprawowe),porcje
280,Jednostka,slice (mango),plasterek
281,Jednostka,tsps (oliwa z oliwek z pierwszego tłoczenia),łyżeczki
281,Jednostka,clove (czosnek),ząbek
281,Jednostka,tsps (mielony pieprz),łyżeczki
281,Jednostka,tsps (sok z cytryny),łyżeczki
281,Jednostka,tsps (sól),łyżeczki
282,Jednostka,pinch (asafetyda),szczypta
282,Jednostka,tsps (cayenne),łyżeczki
282,Jednostka,inch (ożywić),cm
282,Jednostka,cloves (czosnek),ząbki
282,Jednostka,tsps (mielona kolendra),łyżeczki
282,Jednostka,tsps (mielony kminek),łyżeczki
282,Jednostka,servings (mielony pieprz),porcje
282,Jednostka,Tbsps (oliwa z oliwek),łyżki
282,Jednostka,tsp (sól morska),łyżeczka
282,Jednostka,tsp (kurkuma),łyżeczka
283,Jednostka,tsp (przyprawa suya),łyżeczka
283,Jednostka,tsps (masło),łyżeczki
283,Jednostka,handful (marchewki),garść
283,Jednostka,cloves (czosnek),ząbki
283,Jednostka,serving (kostki przyprawowe),porcja
283,Jednostka,handful (papryka),garść
283,Jednostka,tsp (olej roślinny),łyżeczka
284,Jednostka,Tbsp (migdały),łyżka
284,Jednostka,cloves (czosnek),ząbki
284,Jednostka,servings (sól i pieprz),porcje
285,Jednostka,Tbsp (pasta miso),łyżka
285,Jednostka,Tbsps (parmezan),łyżki
285,Jednostka,Tbsps (orzechy włoskie),łyżki
285,Jednostka,Tbsp (woda),łyżka
285,Jednostka,Tbsps (oliwa z oliwek),łyżki
286,Jednostka,servings (ryż),porcje
286,Jednostka,tsp (bazylia),łyżeczka
286,Jednostka,Tbsps (oliwa z oliwek),łyżki
286,Jednostka,tsp (oregano),łyżeczka
286,Jednostka,servings (pieprz),porcje
286,Jednostka,servings (sól i pieprz),porcje
287,Jednostka,Tbsp (migdały),łyżka
287,Jednostka,tsps (musztarda dijon),łyżeczki
287,Jednostka,tsps (tymianek),łyżeczki
287,Jednostka,tsps (mielony pieprz),łyżeczki
288,Jednostka,Tbsp (oliwa z oliwek),łyżka
288,Jednostka,tsp (sok z cytryny),łyżeczka
288,Jednostka,servings (sól),porcje
288,Jednostka,tsps (rozmaryn i tymianek),łyżeczki
289,Jednostka,Tbsps (pietruszka),łyżki
289,Jednostka,servings (liście pietruszki),porcje
289,Jednostka,Tbsp (sok z cytryny),łyżka
289,Jednostka,Tbsp (oliwa z oliwek),łyżka
289,Jednostka,Tbsps (oliwa z oliwek),łyżki
289,Jednostka,tsps (sól),łyżeczki
290,Jednostka,servings (warzywa),porcje
291,Jednostka,Tbsps (ocet jabłkowy),łyżki
291,Składnik,asparagus,szparagi
291,Jednostka,stalks (asparagus),łodygi
291,Jednostka,Tbsp (ocet balsamiczny),łyżka
291,Jednostka,tsps (koperek),łyżeczki
291,Jednostka,cloves (czosnek),ząbki
291,Jednostka,Tbsp (olej z pestek winogron),łyżka
291,Jednostka,tsp (zioła prowansalskie),łyżeczka
291,Jednostka,Tbsp (miód),łyżka
291,Jednostka,servings (sól i pieprz),porcje
291,Jednostka,Tbsps (wywar warzywny),łyżki
292,Jednostka,tsps (braggs płynne aminokwasy),łyżeczki
292,Jednostka,tsps (curry w proszku),łyżeczki
292,Jednostka,tsps (proszek imbirowy),łyżeczki
292,Jednostka,tsps (tryskać sriracha),łyżeczki
293,Jednostka,servings (oliwa z oliwek z dodatkiem bazylii),porcje
293,Jednostka,servings (papryka),porcje
293,Jednostka,pkt (dynia),opakowanie
293,Jednostka,servings (liście rakiety),porcje
293,Jednostka,servings (sól ziołowa),porcje
294,Jednostka,tsps (proszek z nasion kminku),łyżeczki
294,Jednostka,bunch (kolendra),pęczek
294,Jednostka,tsps (mielona kolendra),łyżeczki
294,Jednostka,tsp (oliwa z oliwek),łyżeczka
294,Jednostka,tsps (nasiona słonecznika),łyżeczki
295,Jednostka,tsp (masło),łyżeczka
295,Jednostka,servings (sól i pieprz),porcje
295,Jednostka,servings (oliwa z oliwek),porcje
295,Jednostka,servings (ocet balsamiczny),porcje
296,Jednostka,tsp (proszek do pieczenia),łyżeczka
296,Jednostka,Tbsp (olej kokosowy),łyżka
296,Jednostka,tsps (sól),łyżeczki
296,Jednostka,tsps (ekstrakt waniliowy),łyżeczki
297,Jednostka,tsps (bazylia),łyżeczki
297,Jednostka,tsps (pietruszka),łyżeczki
297,Jednostka,tsp (oliwa z oliwek),łyżeczka
297,Jednostka,Tbsp (suszone pomidory),łyżka
298,Jednostka,Tbsps (cukier),łyżki
298,Jednostka,servings (sól koszerna),porcje
299,Jednostka,Tbsps (krystalizowany imbir),łyżki
300,Jednostka,tsps (proszek do pieczenia),łyżeczki
300,Jednostka,tsp (soda oczyszczona),łyżeczka
300,Jednostka,servings (olej kokosowy),porcje
300,Jednostka,Tbsps (cukier granulowany),łyżki
300,Jednostka,tsps (sól),łyżeczki
301,Jednostka,tsps (proszek do pieczenia),łyżeczki
301,Jednostka,tsps (sól),łyżeczki
301,Jednostka,Tbsp (cukier granulowany),łyżka
301,Jednostka,Tbsps (masło),łyżki
301,Jednostka,tsps (ekstrakt waniliowy),łyżeczki
302,Jednostka,tsps (proszek do pieczenia),łyżeczki
302,Jednostka,tsps (sól),łyżeczki
303,Jednostka,cloves (czosnek),ząbki
303,Jednostka,Tbsps (krem),łyżki
303,Jednostka,tsps (pieprz),łyżeczki
304,Jednostka,tsps (proszek do pieczenia),łyżeczki
304,Jednostka,tsps (sól),łyżeczki
304,Jednostka,tsps (ekstrakt waniliowy),łyżeczki
305,Jednostka,Tbsps (komosa ryżowa),łyżki
305,Jednostka,Tbsps (jogurt grecki),łyżki
305,Jednostka,Tbsps (cukier),łyżki
305,Jednostka,pinch (sól morska),szczypta
305,Jednostka,servings (cynamon),porcje
305,Jednostka,servings (syrop klonowy),porcje
306,Jednostka,Tbsps (winegret balsamiczny),łyżki
307,Jednostka,Tbsp (oliwa z oliwek z pierwszego tłoczenia),łyżka
307,Jednostka,tsp (ocet balsamiczny),łyżeczka
307,Jednostka,tsps (oliwa z oliwek z pierwszego tłoczenia),łyżeczki
308,Jednostka,tsp (proszek cynamonowy),łyżeczka
308,Jednostka,Tbsps (mleko),łyżki
308,Jednostka,Tbsp (woda),łyżka
309,Jednostka,Tbsp (liście hibiskusa),łyżka
309,Jednostka,tsps (skórka pomarańczowa),łyżeczki
310,Jednostka,tsps (proszek do pieczenia),łyżeczki
310,Jednostka,tsp (sól),łyżeczka
310,Jednostka,Tbsp (cukier),łyżka
310,Jednostka,Tbsps (masło),łyżki
310,Jednostka,tsp (cynamon),łyżeczka
310,Jednostka,tsp (aromat waniliowy),łyżeczka
311,Jednostka,Tbsps (sok z cytryny),łyżki
311,Jednostka,Tbsps (kakao w proszku),łyżki
312,Jednostka,tsp (proszek kardamonu),łyżeczka
312,Jednostka,Tbsps (mąka pszenna),łyżki
312,Jednostka,serving (olej),porcja
313,Jednostka,tsps (sól),łyżeczki
313,Jednostka,pinch (chili w proszku),szczypta
313,Jednostka,pinch (cayenne),szczypta
313,Jednostka,servings (mielony pieprz),porcje
314,Jednostka,serving (kostki lodu),porcja
314,Jednostka,serving (żurawiny),porcja
314,Jednostka,serving (liście mięty),porcja
317,Jednostka,tsps (sól koszerna),łyżeczki
317,Jednostka,Tbsps (mleko),łyżki
317,Jednostka,Tbsp (masło),łyżka
318,Jednostka,Tbsp (miód),łyżka
319,Jednostka,tsps (soda oczyszczona),łyżeczki
319,Jednostka,tsp (cynamon),łyżeczka
319,Jednostka,tsps (goździki),łyżeczki
319,Jednostka,tsp (ożywić),łyżeczka
319,Jednostka,Tbsp (mleko),łyżka
319,Jednostka,tsps (sól),łyżeczki
319,Jednostka,tsp (wanilia),łyżeczka
320,Jednostka,tsps (proszek do pieczenia),łyżeczki
320,Jednostka,tsps (soda oczyszczona),łyżeczki
320,Jednostka,tsps (cynamon),łyżeczki
320,Jednostka,tsps (mielone ziele angielskie),łyżeczki
320,Jednostka,tsps (mielony imbir),łyżeczki
320,Jednostka,tsps (mielona gałka muszkatołowa),łyżeczki
320,Jednostka,Tbsp (olej roślinny),łyżka
320,Jednostka,Tbsps (ocet),łyżki
321,Jednostka,Tbsp (proszek do pieczenia),łyżka
321,Jednostka,tsps (soda oczyszczona),łyżeczki
321,Jednostka,tsps (cynamon),łyżeczki
321,Jednostka,Tbsps (mleko),łyżki
321,Jednostka,tsps (gałka muszkatołowa),łyżeczki
321,Jednostka,tsps (sól),łyżeczki
321,Jednostka,tsp (ekstrakt waniliowy),łyżeczka
322,Jednostka,Tbsp (woda),łyżka
322,Jednostka,tsp (proszek do pieczenia),łyżeczka
322,Jednostka,tsps (ekstrakt waniliowy),łyżeczki
322,Jednostka,tsps (cynamon),łyżeczki
322,Jednostka,tsps (stewia),łyżeczki
322,Jednostka,servings (syrop),porcje
323,Jednostka,tsps (proszek do pieczenia),łyżeczki
323,Jednostka,tsps (sól),łyżeczki
323,Jednostka,Tbsps (bazylia),łyżki
324,Jednostka,tsps (soda oczyszczona),łyżeczki
324,Jednostka,tsps (proszek do pieczenia),łyżeczki
324,Jednostka,Tbsps (masło),łyżki
324,Jednostka,tsp (ekstrakt waniliowy),łyżeczka
324,Jednostka,tsps (sól),łyżeczki
325,Jednostka,tsp (proszek do pieczenia),łyżeczka
325,Jednostka,tsp (pasta/ekstrakt z ziaren wanilii),łyżeczka
325,Jednostka,pinch (himalajska sól morska),szczypta
325,Jednostka,Handful (jagody),garść
325,Jednostka,Handful (stalówki kakaowe),garść
325,Jednostka,Handful (czekolada),garść
326,Jednostka,bunch (zielona cebula),pęczek
326,Jednostka,bag (ziemniaki),opakowanie
326,Jednostka,servings (sól i pieprz),porcje
327,Jednostka,Tbsps (ocet),łyżki
327,Jednostka,Tbsps (woda),łyżki
327,Jednostka,Tbsps (majonez),łyżki
327,Jednostka,tsps (przyprawa),łyżeczki
327,Jednostka,tsps (cukier),łyżeczki
327,Jednostka,tsps (sól),łyżeczki
327,Jednostka,tsps (pieprz),łyżeczki
327,Jednostka,tsps (proszek czosnkowy),łyżeczki
328,Jednostka,Tbsps (masło),łyżki
328,Jednostka,tsp (ekstrakt waniliowy),łyżeczka
329,Jednostka,Tbsps (oliwa z oliwek),łyżki
329,Jednostka,large cloves (czosnek),duże ząbki
329,Jednostka,Tbsp (imbir),łyżka
329,Jednostka,Tbsp (zdrowe tamari),łyżka
329,Jednostka,dashes (olej sezamowy),szczypty
329,Jednostka,serving (pieprz),porcja
330,Jednostka,tsps (kminek w proszku),łyżeczki
330,Jednostka,tsp (czosnek),łyżeczka
330,Jednostka,Tbsp (nasiona konopi),łyżka
330,Jednostka,servings (oliwa z oliwek),porcje
330,Jednostka,Tbsps (pieprz),łyżki
330,Jednostka,tsp (sól),łyżeczka
330,Jednostka,tsp (nasiona sezamu),łyżeczka
331,Jednostka,tsp (sól),łyżeczka
331,Jednostka,Tbsps (oliwa z oliwek),łyżki
331,Jednostka,Tbsps (posiekane migdały),łyżki
331,Jednostka,Tbsps (posiekane pistacje),łyżki
331,Jednostka,sprigs (mennica),gałązki
332,Jednostka,Tbsps (olej sezamowy),łyżki
332,Jednostka,tsp (czosnek),łyżeczka
332,Jednostka,tsps (nasiona sezamu),łyżeczki
332,Jednostka,tsps (sos sojowy),łyżeczki
332,Jednostka,tsps (ocet ryżowy),łyżeczki
332,Jednostka,serving (sól i pieprz),porcja
333,Jednostka,heads (brokuł),główki
333,Jednostka,large cloves (czosnek),duże ząbki
333,Jednostka,tsps (węgierska papryka),łyżeczki
333,Jednostka,tsps (papryka),łyżeczki
333,Jednostka,tsp (sól),łyżeczka
333,Jednostka,Tbsp (ocet sherry),łyżka
334,Jednostka,handful (pomidorki koktajlowe),garść
334,Jednostka,Tbsp (sok z limonki),łyżka
334,Jednostka,leaf (liście mięty),liść
334,Jednostka,handfuls (cebula),garście
334,Jednostka,pinch (cukier),szczypta
335,Jednostka,tsps (ziele angielskie w proszku),łyżeczki
335,Jednostka,cans (ciecierzyca),puszki
335,Jednostka,tsps (papryka ostra),łyżeczki
335,Jednostka,servings (opcjonalnie - trochę sera feta),porcje
335,Jednostka,clove (czosnek),ząbek
335,Jednostka,Tbsp (miód),łyżka
335,Jednostka,handful (liście mięty),garść
335,Jednostka,Tbsp (oliwa z oliwek),łyżka
335,Jednostka,Tbsps (oliwa z oliwek),łyżki
335,Jednostka,tsps (papryka w proszku),łyżeczki
335,Jednostka,servings (zmiel pieprz),porcje
335,Jednostka,pinch (sól),szczypta
335,Jednostka,servings (sól),porcje
336,Jednostka,Tbsp (oliwa z oliwek),łyżka
336,Jednostka,tsp (mielona kolendra),łyżeczka
336,Jednostka,serving (sól - do smaku),porcja
336,Jednostka,tsps (pieprz),łyżeczki
336,Jednostka,serving (kolendra – do dekoracji),porcja
337,Jednostka,Handful (nasiona słonecznika),garść
338,Jednostka,tsp (sól),łyżeczka
338,Jednostka,tsp (papryka ostra),łyżeczka
338,Jednostka,tsp (kurkuma),łyżeczka
338,Jednostka,tsps (kminek),łyżeczki
338,Jednostka,Tbsps (czerwony ocet winny),łyżki
338,Jednostka,Tbsps (oliwa z oliwek z pierwszego tłoczenia),łyżki
339,Jednostka,Tbsps (koperek),łyżki
339,Jednostka,Tbsps (pietruszka),łyżki
339,Jednostka,serving (przyprawa do steków),porcja
340,Jednostka,Tbsps (sól),łyżki
340,Jednostka,Tbsp (korzeń imbiru),łyżka
340,Jednostka,Tbsps (mielona papryczka chili),łyżki
340,Jednostka,Tbsps (cukier),łyżki
341,Jednostka,tsps (bazylia),łyżeczki
341,Jednostka,tsps (mielony imbir),łyżeczki
341,Jednostka,tsp (miód),łyżeczka
341,Jednostka,tsps (oregano),łyżeczki
341,Jednostka,tsps (musztarda zbożowa),łyżeczki
342,Jednostka,Tbsps (sok pomarańczowy),łyżki
342,Jednostka,tsps (pasta imbirowa),łyżeczki
342,Jednostka,tsp (syrop z agawy),łyżeczka
342,Jednostka,Tbsps (oliwa z oliwek),łyżki
342,Jednostka,servings (sól i pieprz),porcje
344,Jednostka,Tbsps (ocet balsamiczny),łyżki
344,Jednostka,tsps (pieprz),łyżeczki
344,Jednostka,Tbsp (musztarda dijon),łyżka
344,Jednostka,tsps (rozmaryn),łyżeczki
344,Jednostka,tsps (tymianek),łyżeczki
344,Jednostka,Tbsps (pietruszka),łyżki
344,Jednostka,tsps (proszek czosnkowy),łyżeczki
344,Jednostka,tsps (mielony imbir),łyżeczki
344,Jednostka,servings (warzywa),porcje
344,Jednostka,tsps (dodatkowa sól),łyżeczki
344,Jednostka,tsp (sól),łyżeczka
344,Jednostka,servings (sos balsamiczny),porcje
345,Jednostka,tsps (czosnek),łyżeczki
345,Jednostka,Tbsps (salsa zielona),łyżki
346,Składnik,asparagus,szparagi
346,Jednostka,Tbsps (alternatywa bez nabiału),łyżki
346,Jednostka,Tbsps (oliwa z oliwek z pierwszego tłoczenia),łyżki
346,Jednostka,tsp (sól koszerna),łyżeczka
346,Jednostka,cloves (pieczony czosnek),ząbki
346,Jednostka,Tbsps (woda),łyżki
347,Jednostka,tsps (ser topiony),łyżeczki
347,Jednostka,tsp (agawa),łyżeczka
347,Jednostka,tsps (cynamon),łyżeczki
348,Jednostka,cloves (czosnek),ząbki
348,Jednostka,Handful (mennica),garść
348,Jednostka,servings (oliwa z oliwek),porcje
348,Jednostka,Handful (pietruszka),garść
348,Jednostka,servings (sól i pieprz),porcje
349,Jednostka,Tbsps (miód),łyżki
349,Jednostka,Tbsp (sos sriracha),łyżka
349,Jednostka,Tbsps (sok z limonki),łyżki
349,Jednostka,Tbsps (oliwa z oliwek),łyżki
349,Jednostka,servings (sól i pieprz),porcje
350,Jednostka,servings (sól),porcje
350,Jednostka,Tbsp (oliwa z oliwek),łyżka
350,Jednostka,bunch (kapusta włoska),pęczek
350,Jednostka,Tbsp (ocet jabłkowy),łyżka
350,Jednostka,inches (krwiste pomarańcze),cm
350,Jednostka,pkg (nasiona granatu),opakowanie
350,Jednostka,Tbsps (miód),łyżki
