id,name,instructions,description,ingredients,cuisine,warmth,tags,prep_time,cook_time,total_time,image_url,ingredient_names
11,Pyszna kremowa zupa z soczewicy i kasztanów,"1. Soczewicę włóż do dużego garnka i zalej wodą.
2. Dodać cebulę, czosnek, ziemniaki, pomidory, kasztany, liść laurowy, sól i pieprz oraz łyżkę oliwy z oliwek. Gotuj około 20 minut i w razie potrzeby dopraw solą i pieprzem.
3. Pozostawić do ostygnięcia na 15 minut.
4. Usuń liść laurowy. Aby uzyskać kremowo-aksamitną konsystencję użyj elektrycznego blendera zanurzeniowego.","Pyszna kremowa zupa z soczewicy i kasztanów zajmuje od początku do końca około <b>30 minut</b>. Ten przepis służy 4 osobom. Za <b>80 centów za porcję</b> ten przepis <b>pokrywa 26%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Obserwujesz swoją sylwetkę? Ten bezglutenowy, bezmleczny, lakto ovo wegetariański i wegański przepis zawiera <b>452 kalorie</b>, <b>20 g białka</b> i <b>15 g tłuszczu</b> na porcję. Tylko kilka osób przygotowało ten przepis i 1 powiedziałbym, że był strzałem w dziesiątkę. Jeśli masz Ol","[{""name"": ""liść laurowy"", ""unit"": """", ""amount"": 1}, {""name"": ""pieczone kasztany"", ""unit"": ""g"", ""amount"": 35.75}, {""name"": ""czosnek"", ""unit"": ""ząbek"", ""amount"": 1}, {""name"": ""soczewica"", ""unit"": ""g"", ""amount"": 288}, {""name"": ""oliwa z oliwek"", ""unit"": ""porcje"", ""amount"": 4}, {""name"": ""cebula"", ""unit"": """", ""amount"": 1}, {""name"": ""ziemniak"", ""unit"": """", ""amount"": 1}, {""name"": ""rzymskie pomidory"", ""unit"": ""g"", ""amount"": 74.5}, {""name"": ""sól i pieprz"", ""unit"": ""porcje"", ""amount"": 4}]",Międzynarodowa,True,"[""dinner"",""main dish"",""vegan"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""soup"",""lunch""]",,,30,https://img.spoonacular.com/recipes/641387-312x231.jpg,"['cebula', 'pieczone kasztany', 'oliwa z oliwek', 'ziemniak', 'soczewica', 'czosnek', 'liść laurowy', 'rzymskie pomidory', 'sól i pieprz']"
12,Ryż Kalafiorowy,"1. Kalafior pokroić na kawałki, opłukać na durszlaku i osuszyć.
2. Włącz robot kuchenny na około 20 sekund.
3. Na średnim ogniu rozgrzej oliwę z oliwek extra-vigin i smaż drobno posiekany por przez 2 minuty.
4. Dodaj surowy ryż kalafiorowy i mieszaj od czasu do czasu przez około 4 minuty. Jeśli będziesz gotować ryż kalafiorowy zbyt długo, stanie się on a) papkowaty i b) gorzki.
5. Dopraw po ¼ łyżeczki soli i pieprzu. Pod koniec dodać natkę pietruszki. W razie potrzeby spróbuj i ponownie dopraw.
6. Podawać i udekorować dodatkową natką pietruszki.","Jeśli chcesz dodać więcej przepisów <b>bezglutenowych, bezmlecznych, paleolitycznych i wegetariańskich z dodatkiem lakto ovo</b> do swojego pudełka z przepisami, ryż kalafiorowy może być przepisem, który powinieneś wypróbować. Z tego przepisu składa się 1 porcja zawierająca <b>456 kalorii</b>, <b>15 g białka</b> i <b>30 g tłuszczu</b> każda. Za <b>5,23 USD za porcję</b> ten przepis <b>pokrywa 39%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Najlepiej sprawdza się jako dodatek do drugiego dania, a jego przygotowanie zajmuje około <b>15 minut</b>. Mieszanka kalafiora, oliwy","[{""name"": ""kalafior"", ""unit"": ""g"", ""amount"": 680.389}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""por"", ""unit"": ""g"", ""amount"": 44.5}, {""name"": ""sól i pieprz"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""natka pietruszki"", ""unit"": ""g"", ""amount"": 30}]",Międzynarodowa,True,"[""vegan"",""side dish"",""paleolithic"",""gluten free"",""lacto ovo vegetarian"",""dairy free"",""whole 30"",""primal""]",,,15,https://img.spoonacular.com/recipes/1697645-312x231.jpg,"['oliwa z oliwek', 'natka pietruszki', 'sól i pieprz', 'por', 'kalafior']"
13,Sałatka ziemniaczana po indyjsku z koperkiem i kurkumą,"1. Na dużej patelni rozgrzej oliwę z oliwek.
2. Dodaj czosnek i chili i delikatnie podgrzej, aż zaczną wydzielać zapach. Następnie dodaj proszek kurkumowy. Smażymy razem około 30 sekund.
3. Dodaj ziemniaki i delikatnie wymieszaj, aby pokryły się kurkumą.
4. Dodaj około 1/4 szklanki wody i poczekaj, aż ziemniaki się ugotują. Następnie dodaj trochę soli do smaku. Zdejmij z ognia i dodaj koperek.
5. Podawaj natychmiast.","Sałatka ziemniaczana z koperkiem i kurkumą w stylu indyjskim może być właśnie <b>indyjskim</b> przepisem, którego szukasz. Ten bezglutenowy, bezmleczny, laktoowo-wegetariański przepis na całe 30 porcji przeznaczony jest dla 4 osób i kosztuje <b>1,17 USD za porcję</b>. Jedna porcja zawiera <b>416 kalorii</b>, <b>8 g białka</b> i <b>14 g tłuszczu</b>. Niewiele osób przygotowało ten przepis, a 4 stwierdziły, że był strzałem w dziesiątkę. Świetnie sprawdza się jako niedroga przystawka. Można się nim delektować w dowolnym momencie, ale szczególnie nadaje się do <b>The Fourth Of Ju","[{""name"": ""płatków chili"", ""unit"": ""szczypta"", ""amount"": 1}, {""name"": ""koperek"", ""unit"": ""g"", ""amount"": 47}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 2}, {""name"": ""oliwa z oliwek"", ""unit"": ""porcje"", ""amount"": 4}, {""name"": ""ziemniaki"", ""unit"": ""duża sztuka"", ""amount"": 4}, {""name"": ""sól"", ""unit"": ""porcje"", ""amount"": 4}, {""name"": ""kurkuma w proszku"", ""unit"": ""łyżeczki"", ""amount"": 0.5}]",indyjski,False,"[""vegan"",""side dish"",""gluten free"",""lacto ovo vegetarian"",""whole 30"",""dairy free""]",,,30,https://img.spoonacular.com/recipes/647875-312x231.jpg,"['oliwa z oliwek', 'płatków chili', 'czosnek', 'koperek', 'sól', 'ziemniaki', 'kurkuma w proszku']"
14,Sałatka z kuskusem North by Northwest,"1. Wymieszaj skórkę z cytryny, sok z cytryny, cukier, musztardę i sól. Powoli dodawaj oliwę z oliwek, kontynuując ubijanie, aż do uzyskania emulsji. Przygotuj kuskus zgodnie z instrukcją na opakowaniu. Praż orzechy laskowe przez około 10 minut w temperaturze 150°F.
2. Odczekaj, aż będzie można go dotknąć, a następnie posiekaj.
3. Wymieszaj wszystkie pozostałe składniki w dużej misce.
4. Dodać kuskus i sos.
5. Dobrze wymieszaj i podawaj.","Przepis na sałatkę z kuskusem North by Northwest można przygotować <b>w około 30 minut</b>. Jedna porcja tego dania zawiera około <b>17 g białka</b>, <b>32 g tłuszczu</b> i łącznie <b>636 kalorii</b>. Za <b>2,29 USD za porcję</b> ten przepis <b>pokrywa 31%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis służy 4 osobom. Mieszanka skórki cytrynowej, soli koszernej, fasoli garbanzo i kilku innych składników wystarczy, aby ten przepis był tak pyszny. 1 osoba znalazła tę reci","[{""name"": ""skórka cytrynowa"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""sok z cytryny"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""cukier"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""musztarda dijon"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""sól koszerna"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""pieprz"", ""unit"": ""porcje"", ""amount"": 4}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 3}, {""name"": ""kuskus perłowy trójkolorowy"", ""unit"": ""g"", ""amount"": 171}, {""name"": ""morele"", ""unit"": ""g"", ""amount"": 155}, {""name"": ""marchewki"", ""unit"": ""g"", ""amount"": 128}, {""name"": ""seler"", ""unit"": ""g"", ""amount"": 101}, {""name"": ""rodzynki"", ""unit"": ""łyżki"", ""amount"": 4}, {""name"": ""fasola garbanzo"", ""unit"": ""puszka"", ""amount"": 1}, {""name"": ""orzechy laskowe"", ""unit"": ""g"", ""amount"": 120}, {""name"": ""cebula"", ""unit"": ""g"", ""amount"": 53.333}, {""name"": ""pietruszka"", ""unit"": ""g"", ""amount"": 30}]",Międzynarodowa,False,"[""dinner"",""main dish"",""vegan"",""side dish"",""main course"",""lacto ovo vegetarian"",""dairy free"",""lunch"",""salad""]",,,30,https://img.spoonacular.com/recipes/1096185-312x231.jpg,"['musztarda dijon', 'cebula', 'morele', 'marchewki', 'fasola garbanzo', 'oliwa z oliwek', 'orzechy laskowe', 'kuskus perłowy trójkolorowy', 'skórka cytrynowa', 'pieprz', 'seler', 'sok z cytryny', 'sól koszerna', 'cukier', 'rodzynki', 'pietruszka']"
15,Kieszenie Pita z sałatką z cukinii,"1. Przygotuj jęczmień zgodnie z zaleceniami; odcedzić i ostudzić. Cukinię, marchewkę, cebulę, odsączoną ciecierzycę i natkę pietruszki rozdrobnić za pomocą ostrza robota kuchennego.
2. Włóż do miski i dopraw.
3. Dodaj jęczmień i wymieszaj.
4. Połącz sok z cytryny z oliwą z oliwek, dodaj do sałatki i wymieszaj. Delikatnie wymieszaj z pokruszoną fetą. Napełnij pitas i podawaj.","Przepis na Sałatka z cukinii Pita w kieszeniach można przygotować <b>w około 30 minut</b>. Jedna porcja zawiera <b>602 kalorie</b>, <b>20 g białka</b> i <b>22 g tłuszczu</b>. Ten przepis jest przeznaczony dla 4 osób i kosztuje 2,21 USD za porcję. Mieszanka jęczmienia, cukinii, kieszeni pita i garści innych składników wystarczy, aby ten przepis był tak przepyszny. Jest to dobra opcja, jeśli stosujesz dietę <b>lakto ovo wegetariańską</b>. Ten przepis przypadł do gustu 1 smakoszom i kucharzom. Jest dostarczany przez Foo","[{""name"": ""jęczmień"", ""unit"": ""ml"", ""amount"": 184}, {""name"": ""cukinia"", ""unit"": """", ""amount"": 2}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 2}, {""name"": ""marchewki"", ""unit"": """", ""amount"": 2}, {""name"": ""pietruszka"", ""unit"": ""g"", ""amount"": 30}, {""name"": ""cebula"", ""unit"": """", ""amount"": 0.25}, {""name"": ""ciecierzyca"", ""unit"": ""g"", ""amount"": 164}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""pieprz"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""kurkuma"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""curry"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""sok z cytryny"", ""unit"": """", ""amount"": 0.5}, {""name"": ""oliwa z oliwek"", ""unit"": ""ml"", ""amount"": 54}, {""name"": ""kieszenie pita"", ""unit"": """", ""amount"": 4}, {""name"": ""feta"", ""unit"": ""g"", ""amount"": 99.223}]",Międzynarodowa,False,"[""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/1095849-312x231.jpg,"['cebula', 'marchewki', 'oliwa z oliwek', 'feta', 'czosnek', 'sól', 'jęczmień', 'pieprz', 'ciecierzyca', 'cukinia', 'kieszenie pita', 'sok z cytryny', 'kurkuma', 'curry', 'pietruszka']"
16,Sałatka z kalafiora w Egipcie,"1. Kalafior podziel na średniej wielkości kawałki. Ugotuj na parze w parowarze (jeśli nie masz garnka, możesz ugotować kalafior w całości w wodzie, a następnie pokroić go na kawałki).
2. Umieść w misce.
3. Wymieszaj oliwę z oliwek, kminek, sok z cytryny oraz sól i pieprz.
4. Polać kalafiorem i wymieszać.
5. Udekoruj pietruszką.","Sałatka z kalafiora Egyptain może być właśnie <b>bezglutenowym, bezmlecznym, paleolitycznym i wegetariańskim lakto ovo</b> przepisem, którego szukałeś. Z tego przepisu składają się 2 porcje zawierające <b>183 kalorie</b>, <b>4 g białka</b> i <b>15 g tłuszczu</b> każda. Za <b>1,51 USD za porcję</b> ten przepis <b>pokrywa 18%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis przypadł do gustu trzem smakoszom i kucharzom. Świetnie sprawdza się jako hor d'oeuvre. Mieszanka kalafiora, kminku, pietruszki i dłoni","[{""name"": ""kalafior"", ""unit"": ""mała sztuka"", ""amount"": 1}, {""name"": ""kminek"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""pietruszka"", ""unit"": ""porcje"", ""amount"": 2}, {""name"": ""sok z cytryny"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""porcje"", ""amount"": 2}, {""name"": ""papryka"", ""unit"": ""porcje"", ""amount"": 2}, {""name"": ""sól"", ""unit"": ""porcje"", ""amount"": 2}]",Międzynarodowa,False,"[""appetizer"",""vegan"",""side dish"",""paleolithic"",""gluten free"",""antipasti"",""lacto ovo vegetarian"",""snack"",""dairy free"",""whole 30"",""antipasto"",""starter"",""hor d'oeuvre"",""primal"",""salad""]",,,25,https://img.spoonacular.com/recipes/642346-312x231.jpg,"['papryka', 'oliwa z oliwek', 'kminek', 'sól', 'kalafior', 'sok z cytryny', 'pietruszka']"
17,Hummus grzybowy Crostini,"1. Aby przygotować hummus, umieść wszystkie składniki w robocie kuchennym i zmiksuj na gładką masę. Dostosuj ilość wody i makaronu harissa w zależności od tego, jak gęsty i pikantny chcesz mieć hummus. Powinien nadal dać się rozprowadzać. Odłóż hummus na bok. Pieczarki pokrój w plasterki i smaż na płytkiej patelni, aż będą złociste i chrupiące. Gdy będą gotowe, przesuń je na bok patelni i dodaj szpinak, aby zwiędł. Aby przygotować crostini, posmaruj kromkę chleba hummusem (możesz go opiekać, jeśli chcesz), a następnie połóż trochę szpinaku i grzybów.
2. Podawaj natychmiast.","Hummus grzybowy Crostini to śródziemnomorska przystawka. Jedna porcja zawiera <b>450 kalorii</b>, <b>21 g białka</b> i <b>10 g tłuszczu</b>. Ten przepis jest przeznaczony dla 4 osób i kosztuje 2,41 USD za porcję. Udaj się do sklepu i kup wodę, grzyby, harissę i kilka innych rzeczy, aby przygotować je dzisiaj. 1 osoba była pod wrażeniem tego przepisu. Od przygotowania do talerza ten przepis zajmuje około <b>30 minut</b>. Jest to dobra opcja, jeśli przestrzegasz diety <b>bezmlecznej, lakto ovo-wegetariańskiej i wegańskiej</b","[{""name"": ""chrupiący chleb"", ""unit"": ""loaf"", ""amount"": 1}, {""name"": ""grzyby"", ""unit"": ""g"", ""amount"": 453.592}, {""name"": ""szpinak"", ""unit"": ""garście"", ""amount"": 2}, {""name"": ""ciecierzyca"", ""unit"": ""g"", ""amount"": 396.893}, {""name"": ""czosnek"", ""unit"": ""ząbek"", ""amount"": 1}, {""name"": ""sok z cytryny"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""tahini"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""woda"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""mielony kminek"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""harissa"", ""unit"": ""łyżki"", ""amount"": 2}]",śródziemnomorski,True,"[""appetizer"",""vegan"",""antipasti"",""fingerfood"",""lacto ovo vegetarian"",""snack"",""dairy free"",""antipasto"",""starter"",""hor d'oeuvre""]",,,30,https://img.spoonacular.com/recipes/1095745-312x231.jpg,"['tahini', 'harissa', 'woda', 'grzyby', 'oliwa z oliwek', 'czosnek', 'szpinak', 'sok z cytryny', 'mielony kminek', 'chrupiący chleb', 'ciecierzyca']"
18,Złotowłosa owsianka z nasionami chia,"1. Z miłością wymieszaj wszystkie składniki w swojej ulubionej misce na płatki zbożowe i odstaw na ok. 2 godziny. 5 minut lub dłużej, aby nasiona Chia zaczęły gęstnieć i uzyskać żelową konsystencję. Możesz najpierw dodać nasiona Chia i mleko konopne, aby umożliwić proces zagęszczania, a następnie dodać pozostałe składniki. To zależy od Ciebie. Gdy płatki zgęstnieją, pomyśl o szczęściu i ciesz się smakiem!","Owsianka Goldilocks z nasionami chia może być właśnie <b>bezglutenowym, bezmlecznym, paleolitycznym i wegetariańskim przepisem lakto ovo</b>, którego szukałeś. Za <b>2,63 USD za porcję</b> otrzymasz śniadanie składające się z 1 porcji. Jedna porcja tego dania zawiera około <b>13 g białka</b>, <b>26 g tłuszczu</b> i łącznie <b>387 kalorii</b>. Jest dostarczany przez Foodista. Udaj się do sklepu i kup nasiona sezamu, mango, nasiona chia i kilka innych rzeczy, które przygotujesz dzisiaj. Od przygotowania do talerza","[{""name"": ""nasiona sezamu"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""kruszone ziarno kakaowca"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""nasiona chia"", ""unit"": ""łyżki"", ""amount"": 3}, {""name"": ""jagody goji"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""waniliowe mleko konopne"", ""unit"": ""ml"", ""amount"": 118}, {""name"": ""proszek lucuma"", ""unit"": ""łyżeczki"", ""amount"": 1.5}, {""name"": ""mango"", ""unit"": ""g"", ""amount"": 20.625}, {""name"": ""pestki dyni"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""truskawki"", ""unit"": """", ""amount"": 2}]",Międzynarodowa,True,"[""vegan"",""paleolithic"",""gluten free"",""morning meal"",""lacto ovo vegetarian"",""dairy free"",""brunch"",""primal"",""breakfast""]",,,15,https://img.spoonacular.com/recipes/645032-312x231.jpg,"['proszek lucuma', 'kruszone ziarno kakaowca', 'truskawki', 'nasiona chia', 'waniliowe mleko konopne', 'mango', 'pestki dyni', 'jagody goji', 'nasiona sezamu']"
19,Klin Pełny Zupy Brokułowej,"1. Oddziel różyczki brokułów od łodyg.
2. Pokrój różyczki na kawałki wielkości kęsa; odetnij, obierz łodygi i pokrój na kawałki wielkości kęsa.
3. Postaw garnek z zupą na średnim ogniu i dodaj olej; gdy będzie gorące, dodaj cebulę i łodygi brokułów i dobrze wymieszaj, aby pokryły się olejem. Zmniejsz ogień do małego i gotuj pod przykryciem przez 8 do 10 minut lub do momentu, aż cebula stanie się przezroczysta i miękka. Odkryj, dodaj czosnek, dobrze wymieszaj i smaż jeszcze 1 minutę.
4. Dodaj różyczki i bulion z kurczaka; doprowadzić do wrzenia na dużym ogniu. Zmniejsz ogień do małego i gotuj na wolnym ogniu pod przykryciem przez 10 do 15 minut lub do momentu, aż brokuły będą miękkie.
5. Zdjąć z ognia i wymieszać z miso; pozostawić do ostygnięcia na 5 minut. Zmiksować połowę zupy w kilku partiach w blenderze, dodając trochę tofu do każdej porcji.  Włóż zupę z powrotem do garnka; dobrze wymieszać do połączenia. W razie potrzeby rozcieńczyć dodatkowym bulionem z kurczaka.
6. Dodaj sól, pieprz i estragon, jeśli używasz.
7. Podawaj natychmiast.","Potrzebujesz <b>bezglutenowego, bezmlecznego i wegetariańskiego dania głównego</b>? Zupa z klinem brokułowym może być niesamowitym przepisem do wypróbowania. Jedna porcja tego dania zawiera około <b>18 g białka</b>, <b>8 g tłuszczu</b> i łącznie <b>249 kalorii</b>. Za <b>2,24 USD za porcję</b> ten przepis <b>pokrywa 29%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis służy 4 osobom. Tylko kilka osób przygotowało ten przepis i 1 powiedziałbym, że był strzałem w dziesiątkę. Jeśli masz czosnek, do 3 brokułów, oni","[{""name"": ""pieprz"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""brokuł"", ""unit"": ""kgs"", ""amount"": 1.134}, {""name"": ""bulion drobiowy"", ""unit"": ""ml"", ""amount"": 944}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""czosnek"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""łagodne miso"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""cebula"", ""unit"": ""g"", ""amount"": 320}, {""name"": ""sól"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""lekkie jedwabiste tofu"", ""unit"": ""g"", ""amount"": 226.796}, {""name"": ""estragon"", ""unit"": ""łyżeczka"", ""amount"": 1}]",Międzynarodowa,True,"[""dinner"",""main dish"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""soup"",""lunch""]",,,30,https://img.spoonacular.com/recipes/638780-312x231.jpg,"['cebula', 'brokuł', 'bulion drobiowy', 'oliwa z oliwek', 'estragon', 'czosnek', 'sól', 'lekkie jedwabiste tofu', 'łagodne miso', 'pieprz']"
20,Spaghetti pełnoziarniste z pesto bazyliowym i awokado,"1. Umieść świeżą bazylię, awokado, czosnek, orzechy nerkowca i sól morską w robocie kuchennym i zmiksuj, aż wszystko będzie gładkie, od czasu do czasu zeskrobując boki. Podczas pracy robota dodawaj po 1 łyżce wody, aż uzyskasz kremowe pesto. Ugotuj pełnoziarniste spaghetti zgodnie z instrukcją na opakowaniu.
2. Odcedź makaron, wymieszaj z pesto, podawaj z odrobiną świeżej bazylii i parmezanem.","Spaghetti pełnoziarniste z pesto z bazylii i awokado może być dobrym przepisem na poszerzenie repertuaru hor d'oeuvre. Z tego przepisu składają się 4 porcje zawierające <b>286 kalorii</b>, <b>11 g białka</b> i <b>8 g tłuszczu</b> każda. Za <b>89 centów za porcję</b> ten przepis <b>pokrywa 18%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. 1 osoba uznała ten przepis za smaczny i satysfakcjonujący. Udaj się do sklepu i kup bazylię, orzechy nerkowca, czosnek i kilka innych rzeczy, które przygotujesz dzisiaj. Przynosi się t","[{""name"": ""bazylia"", ""unit"": ""g"", ""amount"": 24}, {""name"": ""awokado"", ""unit"": """", ""amount"": 0.5}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 2}, {""name"": ""orzechy nerkowca"", ""unit"": ""g"", ""amount"": 32.25}, {""name"": ""woda"", ""unit"": ""łyżki"", ""amount"": 3}, {""name"": ""sól morska"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""spaghetti"", ""unit"": ""g"", ""amount"": 226.796}]",Międzynarodowa,True,"[""appetizer"",""vegan"",""side dish"",""antipasti"",""lacto ovo vegetarian"",""snack"",""dairy free"",""antipasto"",""starter"",""hor d'oeuvre""]",,,20,https://img.spoonacular.com/recipes/1095750-312x231.jpg,"['woda', 'sól morska', 'bazylia', 'czosnek', 'orzechy nerkowca', 'spaghetti', 'awokado']"
21,Sałatka Quinoa Z Berberysem I Orzechami,"1. Komosę przesiać na sito i opłukać pod bieżącą wodą.
2. Odcedź.
3. W średnim rondlu zalej komosę ryżową wrzącą wodą.
4. Dodaj sól, dobrze wymieszaj i gotuj na średnim ogniu, aż komosa ryżowa będzie ugotowana, ale nadal będzie gryzła w środku.
5. Odcedź na sicie. Zbierz berberys, opłucz na sicie i osusz na papierze kuchennym. Podczas gotowania quinoa rozgrzej w rondlu na średnim ogniu 1 łyżkę oliwy i lekko podpraż płatki migdałów.
6. Dodać posiekane pistacje, resztę oliwy i opłukany berberys. Gotuj krótko, aż berberys będzie lśniący i lekko napęczniały. Zostaw łyżkę mieszanki berberysu i orzechów oraz łyżkę posiekanych ziół do dekoracji gotowego dania.
7. Wymieszaj całą pozostałą mieszankę orzechów i berberysu, zioła i komosę ryżową. Wróć do garnka i postaw na małym ogniu. Przykryj pokrywką i gotuj przez dziesięć minut lub do całkowitego rozgrzania i uniesienia się pary. Przełożyć do naczynia do serwowania i rozgnieść widelcem.
8. Jeśli chcesz, dodaj odrobinę oliwy z oliwek i odrobinę czarnego pieprzu.
9. Posypać komosę ryżową resztą mieszanki jagodowo-orzechowej oraz posiekanymi ziołami i podawać samodzielnie jako danie główne lub jako dodatek.","Sałatka z komosy ryżowej z berberysem i orzechami to <b>bezglutenowe, bezmleczne, lakto ovo wegetariańskie i wegańskie danie główne. Z tego przepisu składają się 4 porcje zawierające <b>459 kalorii</b>, <b>14 g białka</b> i <b>19 g tłuszczu</b> każda. Za <b>2,09 USD za porcję</b> ten przepis <b>pokrywa 22%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Tylko kilka osób przygotowało ten przepis, a 9 stwierdziło, że był strzałem w dziesiątkę. Udaj się do sklepu i kup posiekane migdały, oliwę z oliwek, posiekane pistacje i kilka innych","[{""name"": ""komosa ryżowa"", ""unit"": ""g"", ""amount"": 300}, {""name"": ""woda"", ""unit"": ""l"", ""amount"": 1.5}, {""name"": ""sól"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""berberys"", ""unit"": ""g"", ""amount"": 50}, {""name"": ""posiekane migdały"", ""unit"": ""łyżki"", ""amount"": 4}, {""name"": ""posiekane pistacje"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""kolendra"", ""unit"": ""g"", ""amount"": 30}, {""name"": ""mennica"", ""unit"": ""gałązki"", ""amount"": 3}]",Międzynarodowa,False,"[""dinner"",""main dish"",""vegan"",""side dish"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""lunch"",""salad""]",,,30,https://img.spoonacular.com/recipes/1098387-312x231.jpg,"['kolendra', 'komosa ryżowa', 'woda', 'oliwa z oliwek', 'sól', 'mennica', 'posiekane pistacje', 'berberys', 'posiekane migdały']"
